platform,title,text,rating,author,date,url,scraped_at,metadata
play_store,,I love 💕 the app,5,Ntshlelele Elizabeth,2026-06-19 15:45:07,,2026-06-20T10:21:04.520136+00:00,"{'review_id': '8904c06f-ea7c-4ec1-9f0f-19019cf78790', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,excellent 👍,5,Raj Upadhyay,2026-06-19 15:40:47,,2026-06-20T10:21:04.520159+00:00,"{'review_id': '547f98fd-a7de-4a6d-b0fc-439632fb3112', 'thumbs_up': 0, 'app_version': '9.1.52.1394'}"
play_store,,Just feel it,5,Kassi Paru,2026-06-19 15:39:51,,2026-06-20T10:21:04.520170+00:00,"{'review_id': 'dda9f2a3-92ed-4c8f-b3b6-7816587ea0e9', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,used Spotify daily for over 10 years now. couldn't live without it,5,Dylan Jones,2026-06-19 15:38:08,,2026-06-20T10:21:04.520178+00:00,"{'review_id': '98aef4d2-52b9-4610-b6ee-7e8d7cee3351', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,"please remove your ads ... it's all over all platforms it's annoying...we know, we get it , we have Spotify in our phone ...it's too much",2,Joshua Gangte,2026-06-19 15:37:45,,2026-06-20T10:21:04.520186+00:00,"{'review_id': '651ef798-9c6a-4e66-a7ae-86fc4bc36b2e', 'thumbs_up': 1, 'app_version': None}"
play_store,,awesome,5,John Mutugi,2026-06-19 15:36:04,,2026-06-20T10:21:04.520193+00:00,"{'review_id': 'f99e06e4-daf2-4a62-a2e3-ea813b1b4d3d', 'thumbs_up': 0, 'app_version': '9.1.52.1394'}"
play_store,,"Spotify ialah aplikasi penstriman muzik yang mudah digunakan, mempunyai koleksi lagu yang besar dan cadangan muzik yang baik. Ia sesuai untuk pengguna yang gemar mendengar muzik setiap hari, tetapi versi percuma mengandungi iklan.",3,eyqa zulkefli,2026-06-19 15:34:25,,2026-06-20T10:21:04.520200+00:00,"{'review_id': 'd4f92f04-e9c7-441b-914f-69d69374710c', 'thumbs_up': 0, 'app_version': None}"
play_store,,not download,1,Anandra Dutta,2026-06-19 15:32:56,,2026-06-20T10:21:04.520207+00:00,"{'review_id': '211e8b3b-7a79-4cd3-a15e-ad26f610dfc7', 'thumbs_up': 0, 'app_version': None}"
play_store,,THE BEST SONG APP EVERRRRRRRR😍😍😍😍,5,Nikita Sk,2026-06-19 15:31:12,,2026-06-20T10:21:04.520214+00:00,"{'review_id': '73e92235-7817-461b-b4ef-0ac0b61c2923', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,nice 👍🏻🙏🏻❤️❤️,5,Mithlesh Meena,2026-06-19 15:27:11,,2026-06-20T10:21:04.520222+00:00,"{'review_id': 'c51343d4-8d3c-4b5d-a3b8-cf546caaed9e', 'thumbs_up': 0, 'app_version': '9.1.52.1394'}"
play_store,,terrible widget experience in android,3,Xuan Triet Nguyen,2026-06-19 15:22:49,,2026-06-20T10:21:04.520229+00:00,"{'review_id': 'a5ac69a8-3c4b-4fe4-a29c-160a832a58aa', 'thumbs_up': 1, 'app_version': '8.6.66.1238'}"
play_store,,superb app with lossless quality sounds phenomenal,5,Mark T,2026-06-19 15:20:46,,2026-06-20T10:21:04.520237+00:00,"{'review_id': 'f301d602-b667-456f-b3d3-79d49408ac84', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,too much ads ik premium is good but without it a lot of ads come after every 2 min song a five minutes couple of ads is needed to be listened 😕😕,3,Riddhi Varshney,2026-06-19 15:19:25,,2026-06-20T10:21:04.520244+00:00,"{'review_id': 'dbaf563b-7117-43bc-b310-bfea5c77407e', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,"If I am listening to a podcast series and I am on episode 38, when that finishes I want to listen to episode 39. Why do you play the most recent one? Or sometimes a totally different and unrelated podcast series? Why is it impossible to find things easily on Android Auto?",1,Dai Williams,2026-06-19 15:19:25,,2026-06-20T10:21:04.520251+00:00,"{'review_id': '080d8355-476e-4419-94ed-f18210ec9906', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,too many ads,1,Siddhnath Jadhav,2026-06-19 15:16:09,,2026-06-20T10:21:04.520263+00:00,"{'review_id': '148c80a8-509f-4146-b382-e1e485ecca1f', 'thumbs_up': 0, 'app_version': None}"
play_store,,"such a money hungry app, can't even do anything.",1,Ridhisha Singh,2026-06-19 15:14:06,,2026-06-20T10:21:04.520270+00:00,"{'review_id': '9e17279c-1876-4e38-b109-7314e01f38c3', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,"The app is completely unusable without premium. It feels like Spotify is getting greedier by the day, essentially forcing users to purchase premium by restricting the most basic features. I'm tempted to pay to unlock premium features but that'd mean supporting their monopoly.",4,Kiel Tayag,2026-06-19 15:14:05,,2026-06-20T10:21:04.520277+00:00,"{'review_id': '7e11f505-58c1-4a53-8fb4-ef1585fff632', 'thumbs_up': 1, 'app_version': '9.1.58.1567'}"
play_store,,it's good even though it has ads and limitations,5,Gelian Ludovice,2026-06-19 15:13:40,,2026-06-20T10:21:04.520284+00:00,"{'review_id': '99d002d7-cdb3-40d1-ac09-69bbb2a0f5ee', 'thumbs_up': 0, 'app_version': '9.1.56.574'}"
play_store,,amazjng,5,Sujin Lee,2026-06-19 15:04:35,,2026-06-20T10:21:04.520291+00:00,"{'review_id': '2cdedfd9-a73e-432e-8f73-cdfe1283d4c5', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,"I really love this app.. I love to hear songs while studying and this app helps me in the best way!! Spotify helps me to discover new songs. This has been the best part of my music journey! The 'Discover Weekly' and 'Daily Mixes' are pure magic. I’ve found more new favorite artists here than anywhere else.""""Spotify doesn't just play songs; it curates the perfect moments of your day.""""The recommendation engine is simply unmatched. It knows exactly what I love to play👍💕💖🤞",5,Raz The Mentor,2026-06-19 15:01:00,,2026-06-20T10:21:04.520299+00:00,"{'review_id': 'a8112429-e2a2-4681-8fc0-14018680a0da', 'thumbs_up': 1, 'app_version': '9.1.58.1567'}"
play_store,,app keeps closing isn't an issue on my end that I'm aware of so not sure what's up.,3,HXYMXXY,2026-06-19 15:00:06,,2026-06-20T10:21:04.520305+00:00,"{'review_id': 'bd2a4975-05db-47d8-935a-a16ce85c61de', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,Easy to use & enjoyable for me to keep tuning in to,5,Michael Davis,2026-06-19 14:58:02,,2026-06-20T10:21:04.520312+00:00,"{'review_id': 'bb842bdc-794f-4192-84c6-ba16548bb1dd', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,amazing 😫,5,Thubelihle Njilo,2026-06-19 14:53:29,,2026-06-20T10:21:04.520319+00:00,"{'review_id': '51174fb8-3e45-420c-a40b-0a45f98efdc0', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,very nice aplication for enjoy music,5,KASHISH WALIA,2026-06-19 14:52:41,,2026-06-20T10:21:04.520326+00:00,"{'review_id': 'c11a1513-403e-4a0e-b883-d31bb1424fa5', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,great,5,Faith Ncube,2026-06-19 14:49:55,,2026-06-20T10:21:04.520333+00:00,"{'review_id': 'de009d1b-48dc-49b7-a120-ff2910d7e3ed', 'thumbs_up': 0, 'app_version': '9.1.56.574'}"
play_store,,best,2,Abhishek Yadav,2026-06-19 14:45:57,,2026-06-20T10:21:04.520340+00:00,"{'review_id': 'a9f15953-fc46-48d3-83db-64512d839a64', 'thumbs_up': 0, 'app_version': '9.1.56.574'}"
play_store,,Should've been good app but damn greedy just a bit more step to be pay to use,1,Christian Patrocinio,2026-06-19 14:45:50,,2026-06-20T10:21:04.520347+00:00,"{'review_id': 'a9a54add-f216-446f-a5b4-5512e06fdf7c', 'thumbs_up': 0, 'app_version': '9.1.50.1906'}"
play_store,,❤,5,Fateh Singh,2026-06-19 14:45:37,,2026-06-20T10:21:04.520354+00:00,"{'review_id': '8057cbb1-57aa-4347-ae5b-59a78c09d93d', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,scammer I want to buy the premium and it wouldn't let me buy and end up with 0 money,1,Sans Gabriel Tan,2026-06-19 14:44:45,,2026-06-20T10:21:04.520361+00:00,"{'review_id': 'd2662c79-25f1-408d-a16d-53df4a404985', 'thumbs_up': 0, 'app_version': None}"
play_store,,ভরসাযোগ্য,5,SOHAM MANDAL,2026-06-19 14:44:05,,2026-06-20T10:21:04.520368+00:00,"{'review_id': 'd046c415-db55-4bc5-869a-7819900a328d', 'thumbs_up': 0, 'app_version': '9.1.34.2060'}"
play_store,,It the best,5,Achol Tong,2026-06-19 14:42:59,,2026-06-20T10:21:04.520375+00:00,"{'review_id': '8db143a6-fa0d-4b00-9242-7e527830c43e', 'thumbs_up': 0, 'app_version': None}"
play_store,,bruh i cant do anything without premium subscription,1,Yash Raval,2026-06-19 14:42:32,,2026-06-20T10:21:04.520382+00:00,"{'review_id': '7457dbfc-b854-4dbf-b447-93ff983d94dd', 'thumbs_up': 1, 'app_version': '9.1.52.1394'}"
play_store,,very useful app in my workout time 🐉💓,5,Mr Emad,2026-06-19 14:39:03,,2026-06-20T10:21:04.520389+00:00,"{'review_id': 'de66f98c-29b2-4e10-bd17-24961f5bd89c', 'thumbs_up': 0, 'app_version': '9.1.56.574'}"
play_store,,"Good so far, well done, sporty music",5,Matthew Jonathan,2026-06-19 14:38:17,,2026-06-20T10:21:04.520401+00:00,"{'review_id': 'e249bbd7-2f15-4e69-9bf1-2492b408821b', 'thumbs_up': 0, 'app_version': '9.1.24.1739'}"
play_store,,Best music app 🥹,5,Agboola Oluwaferanmi,2026-06-19 14:30:28,,2026-06-20T10:21:04.520409+00:00,"{'review_id': '56f02f16-9c0d-48b5-8c32-e5e10fbe2cf5', 'thumbs_up': 0, 'app_version': '9.1.24.1739'}"
play_store,,good but ads are intolerent and Raigbait all the time in a flow,3,Vishwajeet Jadhav,2026-06-19 14:29:31,,2026-06-20T10:21:04.520416+00:00,"{'review_id': '0c8f6d50-5dcf-4c7c-869b-9dc8ffd3df38', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,great real pogcast I have listened to in a long while,5,Patrick Lynn,2026-06-19 14:28:24,,2026-06-20T10:21:04.520423+00:00,"{'review_id': 'ba8b03b5-865e-43b0-8fe4-3c4f83f45f6c', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,the new update is making my app crash,2,Waza Nyirenda,2026-06-19 14:26:08,,2026-06-20T10:21:04.520430+00:00,"{'review_id': '9896e6ac-5e78-4535-8bcb-d0aaf6d7f4eb', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,love it my favorite app,5,Donna Mcleod,2026-06-19 14:21:10,,2026-06-20T10:21:04.520437+00:00,"{'review_id': 'f8c5105a-ed4a-4c7b-9579-f5e290fffdf2', 'thumbs_up': 0, 'app_version': '9.1.52.1394'}"
play_store,,this app is 10/10 until our network goes off 🙄,5,Hina Irfan,2026-06-19 14:20:14,,2026-06-20T10:21:04.520443+00:00,"{'review_id': '163bc7cf-aded-4563-b1fd-f857ed32b095', 'thumbs_up': 0, 'app_version': None}"
play_store,,"the customer service is a joke, takes forever to get to a person that can actually help solve the issue and even then they can't fix it.",1,burnt pizza89,2026-06-19 14:17:48,,2026-06-20T10:21:04.520451+00:00,"{'review_id': '99515690-06ef-455d-a01c-61f51c7819cf', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,the music quality is excellent,5,Omvati Sharma,2026-06-19 14:11:21,,2026-06-20T10:21:04.520457+00:00,"{'review_id': '9631c392-fee1-4860-880f-f7df3f1ea8a7', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
play_store,,awe awesome 👍😎,5,Stephen Michael Jeacocks,2026-06-19 14:09:58,,2026-06-20T10:21:04.520465+00:00,"{'review_id': 'e392c0f1-fd30-4f1c-b27a-944b579de16c', 'thumbs_up': 0, 'app_version': '9.1.58.1567'}"
